PROBEID	CHRO	BASEPOS	VALUE
ID_2121_2169	10	90784423	-0.1271
ID_2122_4716	10	91923564	-0.0403
ID_2123_4343	10	92997556	-0.0728
ID_2124_4230	10	93426123	-0.0516
ID_2125_1249	10	93953799	-0.1439
ID_2126_5068	10	95085019	-0.1794
ID_2127_4390	10	96030705	-0.1256
ID_2128_2088	10	97110198	-0.2110
ID_2129_3016	10	97154357	-0.1583
ID_2130_1067	10	98774972	-0.1687
ID_2131_5290	10	99068166	-0.0545
ID_2132_335	10	99154237	-0.1348
ID_2133_4188	10	100872915	-0.0942
ID_2134_911	10	101966497	-0.1279
ID_2135_183	10	102054419	-0.0816
ID_2136_2884	10	102185976	-0.1006
ID_2137_1086	10	102613870	-0.0691
ID_2138_48	10	102821870	-0.1161
ID_2139_686	10	103498277	-0.0728
ID_2140_2620	10	103514290	0.0480
ID_2141_2140	10	103526702	0.0295
ID_2142_2328	10	103772521	-0.0372
ID_2143_3040	10	104158976	-0.1006
ID_2144_2804	10	104378866	-0.0759
ID_2145_756	10	104613033	-0.0293
ID_2146_1297	10	105483779	-0.1130
ID_2147_4658	10	106539706	-0.0151
ID_2148_5046	10	107582080	-0.1332
ID_2149_4816	10	108544629	-0.1542
ID_2150_4256	10	109762494	-0.1341
ID_2151_4564	10	110727928	-0.2434
ID_2152_1315	10	111614340	-0.1621
ID_2153_205	10	112036998	-0.1509
ID_2154_1047	10	113492390	-0.1905
ID_2155_2262	10	114098224	-0.0706
ID_2156_265	10	114121752	-0.2136
ID_2157_2133	10	114249241	-0.0588
ID_2158_589	10	115746858	-0.0922
ID_2159_2478	10	115855489	-0.0933
ID_2160_2514	10	116241485	-0.1583
ID_2161_1346	10	117723567	-0.1157
ID_2162_785	10	117886858	-0.0725
ID_2163_4407	10	119255306	-0.1144
ID_2164_4769	10	120214083	-0.0832
ID_2165_266	10	121296083	-0.0928
ID_2166_5740	10	122162360	-0.1234
ID_2167_669	10	123246492	0.1934
ID_2168_493	10	123370463	0.2080
ID_2169_11	10	123618648	0.0975
ID_2170_5310	10	123957838	0.2483
ID_2171_272	10	123947307	0.2819
ID_2172_758	10	124121690	0.2504
ID_2173_694	10	124429028	0.2083
ID_2174_4726	10	125782470	0.2287
ID_2175_929	10	126735971	0.0985
ID_2176_2871	10	126959947	0.1377
ID_2177_1177	10	128902686	0.0886
ID_2178_315	10	129738371	0.1117
ID_2179_534	10	129721189	0.1494
ID_2180_5360	10	129803477	0.1038
ID_2181_22	10	130429884	0.1725
ID_2182_1127	10	130485261	0.1594
ID_2183_140	10	130617373	0.2699
ID_2184_2536	10	131277129	0.0673
ID_2185_5372	10	131925230	0.2221
ID_2186_4638	10	132702827	0.0898
ID_2187_4723	10	133792663	0.1353
ID_2188_5746	10	134499083	0.1983
ID_2189_5589	10	134544424	0.2333
ID_2190_5672	10	134649038	0.2182
ID_2191_5506	10	134829875	0.1901
ID_2192_5810	10	134870817	0.3072
ID_2193_5664	10	134910809	0.2686
ID_2194_2338	10	135013963	0.2267
ID_2195_5865	10	135119901	0.2422
ID_2196_2854	10	135155553	0.2833
ID_2197_1341	11	251127	-0.0026
ID_2198_5807	11	298320	0.0405
ID_2199_2999	11	575564	-0.0137
ID_2200_5555	11	663311	0.0399
ID_2201_2433	11	690077	0.0391
ID_2202_5656	11	699367	0.0369
ID_2203_5753	11	824557	0.1010
ID_2204_5712	11	907000	0.0746
ID_2205_5711	11	950505	0.1929
ID_2206_5640	11	1017962	0.0120
ID_2207_2371	11	1232067	0.0564
ID_2208_2007	11	1252855	0.0615
ID_2209_1203	11	1323353	-0.0687
ID_2210_2932	11	2431324	0.1030
ID_2211_2457	11	2820785	0.0129
ID_2212_202	11	2854856	0.1804
ID_2213_5308	11	2877146	-0.0300
ID_2214_789	11	2909911	-0.0842
ID_2215_611	11	3819914	-0.1777
ID_2216_2668	11	3923756	-0.1819
ID_2217_2703	11	4093866	-0.1293
ID_2218_2463	11	4114414	-0.0782
ID_2219_2461	11	4248552	-0.0482
ID_2220_2114	11	4507887	-0.1405
ID_2221_2207	11	4525619	-0.0820
ID_2222_1584	11	6361655	-0.2234
ID_2223_1118	11	6465014	-0.0955
ID_2224_674	11	6566246	-0.1225
ID_2225_1568	11	8095967	-0.1763
ID_2226_2953	11	8208432	-0.1138
ID_2227_2704	11	8227604	-0.0276
ID_2228_1428	11	8363958	-0.0782
ID_2229_92	11	8726635	-0.2204
ID_2230_583	11	8961985	-0.0674
ID_2231_2273	11	9603004	-0.0433
ID_2232_787	11	10605297	-0.1701
ID_2233_291	11	11812165	-0.1797
ID_2234_2055	11	11992004	-0.1227
ID_2235_5708	11	12144290	-0.0940
ID_2236_273	11	13776187	-0.1410
ID_2237_1046	11	13776202	-0.1496
ID_2238_1514	11	14849140	-0.0836
ID_2239_2205	11	15572866	-0.0439
ID_2240_2067	11	15609919	-0.1039
ID_2241_1563	11	17648349	-0.1356
ID_2242_1592	11	18406226	-0.1606
ID_2243_370	11	18427319	-0.0633
ID_2244_810	11	19900121	-0.2418
ID_2245_4724	11	21152769	-0.0753
ID_2246_4306	11	22296552	0.0038
ID_2247_4698	11	23706988	-0.1281
ID_2248_4275	11	24729201	0.0833
ID_2249_4013	11	25828358	0.0665
ID_2250_1337	11	27020898	-0.0355
ID_2251_979	11	29062573	-0.0577
ID_2252_4193	11	30437234	0.0139
ID_2253_4548	11	31410992	-0.0293
ID_2254_354	11	32348178	-0.0343
ID_2255_5324	11	32350948	0.0821
ID_2256_5355	11	32406729	0.1253
ID_2257_31	11	33818083	0.0748
ID_2258_1327	11	34136839	0.1603
ID_2259_691	11	34510159	0.1980
ID_2260_2251	11	34560225	0.1087
ID_2261_1504	11	34587543	0.2332
ID_2262_314	11	34641917	0.1353
ID_2263_4909	11	35824741	0.0626
ID_2264_4579	11	36906719	0.0252
ID_2265_4998	11	37966738	0.1199
ID_2266_4958	11	39160535	0.0344
ID_2267_777	11	40228371	0.0136
ID_2268_4874	11	41523770	0.0608
ID_2269_4572	11	42987419	0.0091
ID_2270_34	11	44228034	-0.0482
ID_2271_535	11	44544293	-0.0274
ID_2272_4047	11	46038312	0.0696
ID_2273_100	11	47223881	0.0071
ID_2274_2799	11	48958686	-0.0678
ID_2275_958	11	49832442	-0.0556
ID_2276_2802	11	51411477	-0.0734
ID_2277_2944	11	51413677	0.0978
ID_2278_2590	11	55283439	-0.0248
ID_2279_2525	11	57047033	-0.0036
ID_2280_934	11	59050564	-0.1165
ID_2281_321	11	60505911	-0.0180
ID_2282_618	11	60700717	0.2342
ID_2283_2470	11	60783751	0.2519
ID_2284_2373	11	60795018	0.0795
ID_2285_3002	11	61294691	-0.0310
ID_2286_1104	11	61316421	0.0314
ID_2287_2681	11	61908590	-0.0822
ID_2288_2839	11	61982438	-0.0170
ID_2289_616	11	62072291	0.0386
ID_2290_2435	11	62087660	0.0485
ID_2291_2682	11	62090734	-0.0038
ID_2292_2644	11	63113693	0.0171
ID_2293_2382	11	63121602	-0.0064
ID_2294_2075	11	63670759	0.1335
ID_2295_5329	11	63806831	0.2924
ID_2296_699	11	63872912	0.1469
ID_2297_2216	11	63997223	0.0880
ID_2298_2233	11	64226460	0.2016
ID_2299_584	11	64387025	0.1131
ID_2300_397	11	64615044	0.1062
ID_2301_1421	11	64924545	0.0630
ID_2302_2897	11	65114028	0.1786
ID_2303_2623	11	65135485	0.1927
ID_2304_2954	11	65222278	0.0495
ID_2305_2123	11	65216166	0.1161
ID_2306_2259	11	65374546	0.1932
ID_2307_416	11	65572949	0.0007
ID_2308_486	11	65750149	0.0214
ID_2309_5364	11	65853036	0.1472
ID_2310_4968	11	67087452	0.0144
ID_2311_751	11	68353998	-0.0298
ID_2312_124	11	69018764	0.1485
ID_2313_677	11	69157101	0.1033
ID_2314_2817	11	69281184	0.0939
ID_2315_2272	11	69325026	0.2261
ID_2316_2288	11	69442407	0.2607
ID_2317_243	11	69944762	0.0637
ID_2318_2850	11	71416079	-0.0073
ID_2319_3007	11	71523568	-0.0292
ID_2320_2891	11	71545199	0.0009
ID_2321_750	11	73008879	-0.0504
ID_2322_1144	11	74051188	-0.0124
ID_2323_365	11	75280289	0.0032
ID_2324_692	11	75963643	0.0705
ID_2325_468	11	76059738	0.0066
ID_2326_3038	11	76748763	-0.0226
ID_2327_2325	11	77453959	0.0750
ID_2328_2758	11	77538803	-0.0574
ID_2329_4369	11	78720188	-0.0243
ID_2330_4475	11	79866691	-0.0425
ID_2331_4711	11	80995727	-0.2180
ID_2332_4131	11	81931883	-0.0083
ID_2333_4971	11	83146965	-0.0363
ID_2334_4873	11	84312321	0.0263
ID_2335_2678	11	85237316	0.0250
ID_2336_903	11	86545169	-0.0017
ID_2337_4463	11	87978254	-0.1038
ID_2338_4634	11	90193480	0.0353
ID_2339_1416	11	91601313	0.0080
ID_2340_4197	11	92832637	-0.0259
ID_2341_2050	11	93883522	-0.0220
ID_2342_2298	11	93887098	0.1920
ID_2343_1302	11	94538150	0.0411
ID_2344_2378	11	94805667	-0.0811
ID_2345_4167	11	95760835	0.0261
ID_2346_4412	11	96879971	0.0441
ID_2347_4587	11	97947657	0.0043
ID_2348_5050	11	98866486	-0.0407
ID_2349_1174	11	99965203	-0.0687
ID_2350_5291	11	100458819	0.0870
ID_2351_35	11	100570193	0.1281
ID_2352_2296	11	101682623	-0.0216
ID_2353_2605	11	101737316	0.0420
ID_2354_2860	11	102182401	0.0513
ID_2355_2982	11	102320901	-0.0533
ID_2356_1415	11	103151416	-0.0463
ID_2357_4542	11	103427075	0.0912
ID_2358_2908	11	104434438	0.0232
ID_2359_920	11	104583495	-0.0657
ID_2360_4027	11	106337276	-0.0445
ID_2361_389	11	107615868	0.0056
ID_2362_2650	11	108344720	0.0308
ID_2363_2741	11	108367554	-0.0241
ID_2364_891	11	109260467	0.0572
ID_2365_2195	11	110731677	0.0238
ID_2366_5343	11	111088386	0.0012
ID_2367_5285	11	111184866	0.0048
ID_2368_1556	11	111189891	-0.0237
ID_2369_2264	11	111234093	0.0595
ID_2370_582	11	111245066	-0.0620
ID_2371_2235	11	111293435	0.0734
ID_2372_2153	11	111386745	0.0057
ID_2373_2424	11	112357333	0.0095
ID_2374_2597	11	112495033	-0.0670
ID_2375_1094	11	112589170	-0.1051
ID_2376_1413	11	112743571	0.0313
ID_2377_2383	11	113472219	-0.0851
ID_2378_2380	11	113588662	-0.0503
ID_2379_2861	11	114582744	0.0077
ID_2380_1282	11	115612811	-0.0464
ID_2381_4632	11	116861044	0.0226
ID_2382_2291	11	117734597	0.0867
ID_2383_214	11	117830144	-0.0324
ID_2384_2489	11	118213513	-0.1346
ID_2385_451	11	118686770	0.0449
ID_2386_510	11	118758950	0.0743
ID_2387_2867	11	119750765	0.0272
ID_2388_4935	11	120999290	0.0105
ID_2389_4057	11	122136145	0.0350
ID_2390_1000	11	123049034	-0.0023
ID_2391_782	11	124829875	-0.0169
ID_2392_5328	11	124990304	-0.1263
ID_2393_392	11	126954069	-0.0980
ID_2394_944	11	127455066	-0.0106
ID_2395_2751	11	127827461	-0.0037
ID_2396_2911	11	127850370	-0.0290
ID_2397_1184	11	128039917	0.0373
ID_2398_61	11	129018529	0.0266
ID_2399_557	11	129802363	0.1186
ID_2400_4032	11	131006767	0.0591
ID_2401_4431	11	132031044	-0.0278
ID_2402_1120	11	133234749	-0.0205
ID_2403_5714	11	133498086	0.0404
ID_2404_5697	11	133573038	0.0664
ID_2405_5728	11	133609086	0.0052
ID_2406_5526	11	133796345	-0.0074
ID_2407_5819	11	133845647	0.0639
ID_2408_5581	11	134183084	0.0339
ID_2409_5572	11	134256128	-0.0562
ID_2410_2743	11	134323941	-0.0778
ID_2411_2297	11	134365193	0.1466
ID_2412_5620	11	134371674	-0.1085
ID_2413_2194	12	74309	0.0673
ID_2414_2108	12	77430	0.0396
ID_2415_5741	12	167158	0.1142
ID_2416_5766	12	220521	0.0793
ID_2417_5685	12	280785	0.0091
ID_2418_5543	12	330725	-0.0452
ID_2419_5554	12	395517	-0.0315
ID_2420_5846	12	502216	0.1895
ID_2421_499	12	518680	-0.0477
ID_2422_5837	12	609769	0.1465
ID_2423_5732	12	667601	-0.0069
ID_2424_5693	12	763522	0.0530
ID_2425_5675	12	838484	0.0068
ID_2426_790	12	926088	-0.0764
ID_2427_1007	12	2161805	-0.0765
ID_2428_4076	12	3253062	0.0386
ID_2429_109	12	4322152	-0.0101
ID_2430_2183	12	4425292	0.0211
ID_2431_2293	12	4450072	-0.0232
ID_2432_1583	12	4580091	0.0494
ID_2433_833	12	4855978	-0.0520
ID_2434_1112	12	5632226	-0.0347
ID_2435_591	12	6229465	0.0427
ID_2436_2959	12	6298605	0.0233
ID_2437_2847	12	6348687	0.0490
ID_2438_2607	12	6516149	-0.0467
ID_2439_2423	12	6522511	-0.0010
ID_2440_104	12	6657819	0.0054
ID_2441_5320	12	6737843	0.1141
ID_2442_2280	12	7788764	0.0821
ID_2443_2775	12	9495230	-0.1196
ID_2444_4992	12	10836576	0.0034
ID_2445_1323	12	11736490	-0.0049
ID_2446_78	12	12311911	0.0301
ID_2447_2256	12	12697302	0.0082
ID_2448_2056	12	12695117	0.0925
ID_2449_2080	12	12723653	-0.0064
ID_2450_2427	12	12789541	0.0094
ID_2451_2429	12	13194636	-0.0420
ID_2452_2718	12	13325464	0.0087
ID_2453_1380	12	13453146	0.0466
ID_2454_4967	12	14836514	-0.0184
ID_2455_287	12	15827956	0.0933
ID_2456_3047	12	15932469	-0.0304
ID_2457_1236	12	16361911	0.0129
ID_2458_4896	12	17457744	-0.2083
ID_2459_4649	12	18519392	0.0192
ID_2460_4530	12	19637942	-0.0665
ID_2461_4385	12	20683861	0.0938
ID_2462_4011	12	21839669	-0.0763
ID_2463_340	12	22859682	-0.0482
ID_2464_544	12	23003832	0.0373
ID_2465_990	12	24863404	-0.0579
ID_2466_2118	12	25260043	-0.0218
ID_2467_391	12	26253778	0.0362
ID_2468_1204	12	26743978	-0.0447
ID_2469_766	12	27946739	-0.0143
ID_2470_4597	12	29671136	0.0383
ID_2471_141	12	31037611	-0.0316
ID_2472_463	12	31058777	0.0245
ID_2473_3037	12	31105032	-0.0865
ID_2474_2988	12	31139744	-0.0005
ID_2475_1011	12	31498371	-0.0518
ID_2476_5524	12	32397058	-0.1179
ID_2477_2581	12	33465582	-0.0053
ID_2478_2487	12	33688734	0.0218
ID_2479_2696	12	33941696	0.0544
ID_2480_4593	12	37368096	0.0381
ID_2481_4224	12	38211363	-0.0397
ID_2482_802	12	39347223	-0.0026
ID_2483_4386	12	40671371	-0.0087
ID_2484_4575	12	41688517	0.0710
ID_2485_4661	12	42511823	0.0548
ID_2486_4828	12	44598456	0.0352
ID_2487_4757	12	45748439	0.0893
ID_2488_941	12	46688514	0.0066
ID_2489_666	12	47622496	0.0233
ID_2490_2910	12	47722425	0.0645
ID_2491_2657	12	49450093	-0.0280
ID_2492_2154	12	49467679	0.0925
ID_2493_1208	12	51038389	-0.0479
ID_2494_4841	12	52391290	0.0812
ID_2495_913	12	53273333	-0.0784
ID_2496_362	12	54301929	-0.0057
ID_2497_2447	12	54335370	0.0589
ID_2498_2395	12	54519892	-0.0174
ID_2499_5361	12	54611399	0.0940
ID_2500_2414	12	54724070	0.0026
ID_2501_1434	12	55750590	-0.0641
ID_2502_2451	12	55779181	0.1226
ID_2503_2193	12	56044361	0.1146
ID_2504_2275	12	56107496	0.1028
ID_2505_5323	12	56442387	0.1279
ID_2506_643	12	56520097	-0.0328
ID_2507_4301	12	59168545	0.0219
ID_2508_1188	12	60614002	-0.0451
ID_2509_4582	12	61925114	-0.0249
ID_2510_927	12	63308843	-0.0099
ID_2511_25	12	64547804	0.0047
ID_2512_4573	12	65738916	0.0676
ID_2513_2084	12	66819753	0.0223
ID_2514_2764	12	66816644	-0.0311
ID_2515_2895	12	66921311	0.0434
ID_2516_722	12	67342882	-0.0289
ID_2517_1544	12	67398297	-0.0594
ID_2518_711	12	67527544	-0.0495
ID_2519_1306	12	69059210	-0.0206
ID_2520_1154	12	70268170	-0.0443
ID_2521_4889	12	71395803	0.0024
ID_2522_4310	12	72566883	-0.0590
ID_2523_4147	12	73799553	-0.0987
ID_2524_5138	12	73799931	-0.0707
ID_2525_4460	12	74687447	-0.0540
ID_2526_2287	12	75838099	-0.1049
ID_2527_4341	12	77045922	-0.1037
ID_2528_4211	12	78315925	-0.1888
ID_2529_4203	12	79422248	-0.1998
ID_2530_4024	12	80476627	-0.0852
ID_2531_4424	12	81708800	-0.1611
ID_2532_4768	12	82794920	-0.1441
ID_2533_954	12	83740654	-0.1882
ID_2534_4540	12	85073584	0.0857
ID_2535_4523	12	86359815	-0.0067
ID_2536_1446	12	87451689	-0.1569
ID_2537_4457	12	88840965	-0.1297
ID_2538_3030	12	90045619	-0.1719
ID_2539_683	12	91064258	-0.0200
ID_2540_1069	12	91232103	-0.0988
ID_2541_4590	12	92704570	-0.0935
ID_2542_4941	12	93648062	-0.1146
ID_2543_836	12	94899748	-0.1447
ID_2544_2174	12	95118060	-0.0440
ID_2545_4796	12	96559540	-0.0210
ID_2546_5	12	97696714	-0.0667
ID_2547_4823	12	99104515	-0.0781
ID_2548_4447	12	100265572	-0.1378
ID_2549_526	12	101377921	-0.1688
ID_2550_2585	12	101827108	-0.0721
ID_2551_2476	12	101833696	-0.0980
ID_2552_2790	12	102749334	-0.1541
ID_2553_1242	12	103638434	-0.1932
ID_2554_4566	12	104994334	-0.0788
ID_2555_2798	12	106834616	-0.0617
ID_2556_2277	12	107979651	0.0035
ID_2557_4014	12	108204570	-0.0682
ID_2558_4718	12	109456802	-0.0740
ID_2559_1389	12	110425244	-0.0852
ID_2560_4041	12	111702802	-0.1366
ID_2561_4136	12	111816305	-0.1202
ID_2562_875	12	112506533	0.1901
ID_2563_4820	12	113603655	-0.0841
ID_2564_1045	12	114787220	-0.1996
ID_2565_539	12	115820403	-0.0750
ID_2566_819	12	116680275	-0.0499
ID_2567_4807	12	117918064	-0.1355
ID_2568_4118	12	118225200	-0.0683
ID_2569_2793	12	119157601	-0.1262
ID_2570_523	12	120833623	-0.0811
ID_2571_5336	12	120925141	-0.0069
ID_2572_2390	12	122330220	-0.0333
ID_2573_1246	12	123423531	0.0196
ID_2574_4319	12	124752052	-0.1322
ID_2575_5060	12	125755293	-0.0908
ID_2576_996	12	126913039	-0.2027
ID_2577_64	12	127914324	-0.1332
ID_2578_225	12	128148107	-0.1934
ID_2579_1225	12	129810117	-0.1044
ID_2580_4952	12	130821174	0.0034
ID_2581_5761	12	131107288	-0.0986
ID_2582_5550	12	131175871	0.0060
ID_2583_5649	12	131474338	-0.0291
ID_2584_5833	12	131469114	0.0696
ID_2585_5546	12	131609835	-0.1233
ID_2586_5698	12	131686859	0.0636
ID_2587_5624	12	131762375	-0.1240
ID_2588_5629	12	131903209	-0.1721
ID_2589_5605	12	132150663	-0.1376
ID_2590_2848	12	132125551	-0.0773
ID_2591_2265	12	132220266	0.0144
ID_2592_4693	13	18599956	0.0288
ID_2593_626	13	19595370	0.0441
ID_2594_2010	13	20503463	0.1646
ID_2595_1018	13	21652991	-0.1022
ID_2596_1374	13	23579332	-0.0313
ID_2597_2918	13	25480770	0.0207
ID_2598_2064	13	25468919	0.1364
ID_2599_2976	13	25502542	0.0593
ID_2600_1123	13	26047749	-0.0677
ID_2601_2032	13	27431795	0.1025
ID_2602_5296	13	27479250	0.0008
ID_2603_512	13	27660618	-0.0096
ID_2604_5368	13	27778393	0.0386
ID_2605_454	13	28039080	0.1469
ID_2606_2351	13	29948821	-0.0555
ID_2607_2646	13	29990577	-0.0074
ID_2608_507	13	31653290	-0.0225
ID_2609_148	13	31813871	-0.0553
ID_2610_876	13	33500193	0.0377
ID_2611_678	13	33626090	0.0311
ID_2612_4029	13	34946234	-0.0315
ID_2613_4134	13	35809044	0.0567
ID_2614_4585	13	36907786	-0.0413
ID_2615_4601	13	37887424	0.0060
ID_2616_1097	13	39018809	-0.1441
ID_2617_2594	13	39995733	-0.0770
ID_2618_2573	13	40069602	-0.0722
ID_2619_4644	13	41437499	-0.0358
ID_2620_4116	13	42750894	-0.0126
ID_2621_1291	13	43845187	-0.0330
ID_2622_1031	13	44295694	-0.0961
ID_2623_2747	13	44782570	0.0220
ID_2624_1183	13	45039171	-0.0144
ID_2625_2928	13	45617423	-0.0184
ID_2626_1586	13	46226440	0.1112
ID_2627_573	13	47809530	0.0124
ID_2628_723	13	49447280	-0.0056
ID_2629_2103	13	49457542	0.1657
ID_2630_1548	13	49567525	0.0197
ID_2631_2979	13	49707829	-0.0062
ID_2632_1130	13	49957273	-0.0732
ID_2633_2047	13	50076828	0.0643
ID_2634_84	13	50117128	0.0054
ID_2635_4735	13	51259091	0.0608
ID_2636_1510	13	52268097	-0.0101
ID_2637_1388	13	53989169	-0.0167
ID_2638_4986	13	55547232	0.0043
ID_2639_4916	13	56640931	-0.2074
ID_2640_4379	13	56960107	-0.0352
ID_2641_2066	13	58046160	0.1371
ID_2642_970	13	58871761	-0.0985
ID_2643_4701	13	60246840	-0.0369
ID_2644_5044	13	61313749	0.2090
ID_2645_4747	13	62561227	-0.0047
ID_2646_4282	13	63796792	0.0309
ID_2647_937	13	64833658	-0.0229
ID_2648_1363	13	66137439	0.0680
ID_2649_4883	13	67607188	0.0046
ID_2650_4271	13	68615725	0.0438
ID_2651_4349	13	70083060	0.0098
ID_2652_373	13	71127354	0.0211
ID_2653_1151	13	71534816	-0.0249
ID_2654_4588	13	72718025	0.0205
ID_2655_1307	13	73791383	0.0186
ID_2656_960	13	74830252	-0.0446
ID_2657_4830	13	76256606	0.0072
ID_2658_472	13	77404524	0.0363
ID_2659_1153	13	78716515	-0.0682
ID_2660_4083	13	80060577	-0.0895
ID_2661_4141	13	80925522	0.0023
ID_2662_4356	13	82106413	0.0465
ID_2663_4438	13	83172439	0.0319
ID_2664_4038	13	84020274	0.0092
ID_2665_4437	13	85247995	0.0450
ID_2666_4617	13	86179076	0.0533
ID_2667_878	13	87129504	0.0464
ID_2668_5148	13	88285308	-0.0185
ID_2669_4742	13	89663411	0.0257
ID_2670_4397	13	90875250	-0.0059
ID_2671_4052	13	91857527	0.0228
ID_2672_4405	13	92933917	0.0353
ID_2673_1350	13	94110161	-0.0281
ID_2674_1072	13	95814814	-0.0539
ID_2675_2319	13	96949273	0.1153
ID_2676_1257	13	97998458	-0.0066
ID_2677_4114	13	98688447	-0.0363
ID_2678_1006	13	100305044	-0.1005
ID_2679_497	13	102305102	-0.1045
ID_2680_1445	13	102577597	-0.0434
ID_2681_4383	13	103906420	-0.1321
ID_2682_4168	13	104799163	-0.1138
ID_2683_1424	13	105896619	-0.1169
ID_2684_2529	13	105926894	-0.1393
ID_2685_2917	13	107610907	-0.0590
ID_2686_2363	13	107650279	-0.1661
ID_2687_135	13	109280820	-0.0818
ID_2688_402	13	110145728	0.0280
ID_2689_2142	13	111893028	-0.0933
ID_2690_2208	13	111883727	-0.0252
ID_2691_5356	13	112936241	-0.1262
ID_2692_709	13	113071938	0.0159
ID_2693_5757	13	113220693	-0.0497
ID_2694_1136	13	113261917	-0.1177
ID_2695_2692	13	113274384	-0.0856
ID_2696_5844	13	113301460	-0.0657
ID_2697_5603	13	113598389	-0.0014
ID_2698_5754	13	113838516	0.0473
ID_2699_5665	13	113949092	-0.0491
ID_2700_2324	13	113997351	0.0399
ID_2701_2185	13	114073654	0.0054
ID_2702_5836	13	114099410	-0.0034
ID_2703_4048	14	20159393	-0.0331
ID_2704_832	14	21172895	0.1142
ID_2705_738	14	21405240	0.1336
ID_2706_5366	14	21752488	0.0519
ID_2707_2334	14	21774835	0.2590
ID_2708_5354	14	21870176	-0.1160
ID_2709_5286	14	22015186	-0.1544
ID_2710_1552	14	22221132	-0.0130
ID_2711_2569	14	22383333	-0.1188
ID_2712_2653	14	22385526	-0.0994
ID_2713_1540	14	22620815	-0.0844
ID_2714_2788	14	22864242	-0.0534
ID_2715_7	14	23600421	-0.0839
ID_2716_4129	14	25049245	-0.1406
ID_2717_688	14	26002819	-0.1842
ID_2718_4459	14	27195740	-0.1878
ID_2719_3020	14	28337608	0.0435
ID_2720_4062	14	29754467	-0.1263
ID_2721_508	14	30940658	-0.0639
ID_2722_1336	14	32993516	-0.1137
ID_2723_2531	14	34910156	0.0118
ID_2724_2513	14	34922155	-0.1059
ID_2725_2503	14	36008915	-0.2582
ID_2726_1139	14	36141198	-0.2188
ID_2727_3022	14	37706396	-0.0847
ID_2728_2186	14	37797223	-0.0459
ID_2729_2323	14	38746295	-0.0077
ID_2730_4176	14	39884618	-0.0504
ID_2731_4441	14	40908141	-0.1227
ID_2732_4456	14	41849984	-0.1104
ID_2733_4331	14	43054191	-0.0860
ID_2734_4139	14	44055420	-0.1498
ID_2735_4375	14	44807546	-0.0909
ID_2736_1114	14	45878912	-0.1715
ID_2737_4297	14	47226724	-0.0774
ID_2738_4219	14	48639429	-0.0845
ID_2739_731	14	49667784	-0.1155
ID_2740_1256	14	49667774	-0.1510
ID_2741_1003	14	51453199	-0.0054
ID_2742_4506	14	53022127	-0.1695
ID_2743_864	14	54176731	-0.2034
ID_2744_2333	14	54625599	0.0723
ID_2745_2336	14	54640247	0.0169
ID_2746_2713	14	55117388	-0.1550
ID_2747_1036	14	55841766	-0.0660
ID_2748_4694	14	57106882	-0.1379
ID_2749_4159	14	58164731	-0.1987
ID_2750_4161	14	59313629	-0.1380
ID_2751_311A	14	60216341	-0.0108
ID_2752_2814	14	61215786	-0.1040
ID_2753_2527	14	61216204	-0.0976
ID_2754_4576	14	62490987	-0.0501
ID_2755_2040	14	63815581	-0.1064
ID_2756_1066	14	63992134	-0.1467
ID_2757_194	14	64699669	-0.1423
ID_2758_4927	14	66271822	-0.0046
ID_2759_2439	14	67414061	0.0060
ID_2760_4082	14	68856600	-0.1904
ID_2761_1181	14	69805864	-0.1601
ID_2762_4675	14	71220838	-0.1261
ID_2763_4994	14	72155091	-0.1371
ID_2764_4034	14	73486607	-0.1413
ID_2765_5533	14	73620329	-0.0379
ID_2766_2728	14	74615620	-0.1652
ID_2767_2227	14	74779691	-0.0009
ID_2768_96	14	75062295	-0.0580
ID_2769_381	14	75017096	0.0229
ID_2770_188	14	75538100	-0.2127
ID_2771_1160	14	76339606	-0.0804
ID_2772_1572	14	76862038	-0.0131
ID_2773_1546	14	77061081	-0.2190
ID_2774_4067	14	78670672	-0.0393
ID_2775_1280	14	80149408	-0.0975
ID_2776_776	14	80603856	-0.2080
ID_2777_719	14	81035990	-0.1505
ID_2778_1381	14	82748101	-0.1019
ID_2779_4173	14	84281659	-0.1004
ID_2780_826	14	85168744	-0.1887
ID_2781_4107	14	86571102	-0.0954
ID_2782_4108	14	86571092	-0.1370
ID_2783_65	14	87760466	-0.0484
ID_2784_1039	14	89313107	-0.1305
ID_2785_2037	14	90760024	-0.1294
ID_2786_2951	14	91510721	-0.1680
ID_2787_2031	14	91545747	-0.0227
ID_2788_1170	14	92733798	-0.2281
ID_2789_4102	14	94142076	0.0531
ID_2790_659	14	95211093	-0.0137
ID_2791_1164	14	95406272	0.0522
ID_2792_4394	14	96693371	-0.0735
ID_2793_4893	14	97779896	0.0443
ID_2794_113	14	99012954	0.0007
ID_2795_363	14	99840106	-0.0335
ID_2796_1091	14	100973080	0.0498
ID_2797_870	14	102353992	0.0031
ID_2798_5321	14	103232882	0.0671
ID_2799_1351	14	103304094	-0.0034
ID_2800_459	14	103273792	0.3247
ID_2801_2398	14	104547304	0.1520
ID_2802_2389	14	104609915	0.1351
ID_2803_5857	14	105533587	0.0741
ID_2804_227	14	105833687	-0.2754
ID_2805_37	14	105854874	-0.1613
ID_2806_710	14	105864397	-0.2711
ID_2807_5542	14	105963656	-0.1624
